TerminalNode,VPUCode
140307689,111
140317880,111
140317921,111
140320799,111
140348478,111
140365969,111
140371776,111
140376163,111
140379038,111
140380576,111
140396548,111
140397984,111
140424221,111
140459170,111
140491309,111
140497066,111
140581496,111
140584871,111
140586327,111
140588776,111
140026197,112
140030561,112
140037836,112
140058223,112
140059674,112
140065495,112
140068407,112
140072776,112
140087317,112
140096069,112
140097520,112
140098970,112
140098971,112
140098975,112
140101877,112
140109160,112
140114980,112
140114988,112
140119346,112
140126621,112
140142634,112
140149910,112
140160102,112
140160105,112
140183392,112
140184844,112
140195034,112
140195038,112
140213953,112
140227028,112
140231944,112
140256701,112
140264906,112
140268389,112
140269286,112
140269832,112
140291096,112
140310037,112
140321659,112
140339122,112
140344917,112
140344930,112
140357223,112
140365947,112
140408235,112
140421565,112
140435895,112
140437683,112
140443522,112
140452046,112
140456636,112
140458433,112
140468233,112
140469655,112
140472628,112
140478864,112
140479912,112
140482765,112
140482902,112
140483223,112
140488655,112
140489776,112
140491432,112
140493397,112
140495925,112
140497219,112
140497762,112
140503211,112
140504280,112
140505788,112
140505996,112
140507625,112
140508703,112
140510808,112
140513143,112
140513354,112
140516313,112
140518026,112
140520464,112
140521044,112
140521798,112
140526391,112
140531006,112
140533825,112
140537006,112
140539690,112
140540917,112
140542222,112
140545424,112
140546550,112
140548337,112
140554162,112
140554239,112
140558207,112
140558392,112
140560313,112
140561838,112
140564119,112
140565881,112
140567003,112
140567337,112
140570243,112
140571622,112
140571944,112
140575905,112
140580620,112
140583655,112
140584860,112
140584981,112
140586017,112
140586051,112
140587327,112
140596617,112
140597762,112
140599042,112
140599080,112
140599371,112
140599519,112
140602214,112
140602523,112
140606742,112
140608036,112
140612678,112
140613988,112
140615379,112
140618312,112
140618525,112
140621345,112
140625685,112
140628553,112
140629689,112
140637009,112
140638860,112
140638948,112
140642936,112
140653236,112
140653306,112
140656231,112
140657670,112
140665009,112
140669089,112
140669461,112
140673883,112
140676324,112
140676674,112
140679609,112
140680946,112
140692770,112
140694122,112
140724742,112
140727677,112
140734865,112
140756684,112
140756746,112
150790240,113
150794534,113
150802856,113
150824751,113
150832316,113
150867797,113
150870099,113
150872246,113
150877847,113
150879780,113
150889372,113
150898155,113
150909682,113
150909773,113
150909930,113
150923438,113
150935692,113
150939551,113
150941671,113
150943241,113
150943253,113
150945674,113
150949136,113
150953542,113
150955542,113
150959135,113
150961435,113
150966864,113
150969385,113
150973257,113
150973386,113
150979001,113
150987011,113
150989139,113
150992710,113
150994832,113
150995010,113
151002894,113
151003085,113
151009013,113
151012877,113
151016908,113
151016971,113
151021002,113
151024813,113
151024952,113
151026505,113
151026741,113
151036426,113
151036477,113
151038442,113
151042779,113
151042800,113
151044447,113
151044758,113
151046364,113
151048338,113
151048621,113
151052683,113
151054508,113
151058287,113
151058425,113
151058530,113
151058644,113
151060294,113
151062668,113
151064474,113
151068218,113
151070203,113
151072487,113
151072605,113
151074543,113
151078357,113
151078422,113
151078475,113
151084115,113
151086055,113
151086473,113
151086571,113
151090069,113
151092146,113
151096174,113
151096274,113
151098425,113
151099982,113
151100246,113
151102222,113
151102308,113
151106084,113
151106265,113
151108169,113
151113996,113
151114162,113
151115834,113
151118035,113
151119844,113
151119896,113
151121781,113
151125792,113
151125996,113
151126184,113
151130007,113
151131920,113
151135895,113
151135905,113
151137825,113
151137838,113
151137902,113
151141534,113
151141822,113
151143857,113
151145709,113
151145835,113
151147945,113
151149465,113
151149562,113
151149611,113
151149770,113
151151333,113
151151535,113
151153797,113
151161503,113
151163475,113
151163765,113
151163852,113
151173735,113
151175638,113
151175661,113
151177687,113
151179272,113
151179720,113
151181514,113
151187589,113
151189527,113
151191273,113
151191594,113
151195478,113
151195522,113
151201467,113
151203075,113
151203173,113
151205302,113
151206905,113
151207345,113
151209070,113
151209226,113
151211103,113
151211296,113
151213196,113
151215439,113
151216947,113
151216976,113
151221386,113
151222932,113
151222984,113
151223273,113
151225190,113
151225256,113
151233087,113
151233247,113
151237275,113
151244935,113
151250927,113
151251045,113
151252688,113
151252963,113
151260919,113
151261045,113
151262867,113
151268805,113
151268834,113
151274682,113
151274876,113
151280461,113
151286791,113
151288687,113
151290547,113
151290825,113
151298590,113
151306518,113
151316523,113
151316556,113
151328348,113
151342388,113
151346146,113
151346172,113
151359986,113
151363954,113
151371927,113
151376055,113
150273944,114
150289814,114
150305702,114
150325555,114
150337440,114
150341442,114
150345394,114
150347393,114
150393041,114
150398969,114
150410890,114
150436703,114
150442747,114
150444771,114
150446698,114
150452522,114
150452738,114
150454506,114
150462475,114
150462662,114
150466448,114
150470414,114
150474479,114
150476480,114
150480335,114
150484498,114
150488397,114
150488408,114
150502300,114
150506245,114
150506252,114
150508185,114
150510211,114
150510243,114
150516072,114
150520141,114
150530093,114
150537871,114
150544012,114
150555890,114
150583722,114
150617437,114
150619476,114
150659107,114
150661101,114
150661135,114
150700782,114
150740465,114
150770310,114
150772448,114
150780177,114
150780564,114
150802381,114
150810261,114
150817863,114
150819840,114
150825875,114
150828228,114
150830180,114
150844078,114
150849625,114
150849992,114
150865835,114
150867511,114
150869855,114
150879770,114
150881685,114
150885800,114
150893586,114
150903272,114
150911583,114
150913238,114
150921379,114
150923567,114
150927420,114
150929372,114
150933368,114
150941199,114
150949177,114
150949199,114
150951027,114
150951185,114
150957139,114
150957162,114
150960940,114
150961039,114
150963121,114
150965145,114
150966915,114
150967059,114
150970952,114
150978894,114
150988888,114
150990765,114
150990871,114
150992895,114
150992916,114
150994788,114
150998817,114
151002617,114
151002971,114
151004760,114
151006677,114
151006782,114
151008797,114
151016466,114
151020670,114
151024620,114
151024673,114
151026578,114
151028591,114
151030356,114
151030655,114
151032505,114
151032639,114
151036593,114
151038554,114
151044499,114
151050360,114
151050453,114
151052105,114
151054308,114
151060394,114
151062366,114
151064222,114
151068072,114
151068172,114
151068201,114
151068245,114
151070184,114
151070428,114
151072164,114
151074191,114
151078100,114
151078199,114
151078392,114
151080038,114
151084032,114
151084157,114
151087964,114
151089874,114
151094094,114
151096134,114
151098121,114
151100223,114
151105887,114
151105953,114
151107808,114
151109830,114
151109862,114
151113814,114
151113833,114
151117632,114
151117841,114
151117869,114
151121851,114
151123635,114
151123781,114
151125720,114
151127567,114
151129696,114
151129735,114
151131555,114
151135503,114
151135618,114
151137624,114
151141594,114
151145381,114
151147575,114
151153789,114
151155540,114
151157427,114
151165476,114
151167324,114
151167378,114
151169418,114
151169433,114
151173489,114
151175226,114
151175533,114
151175578,114
151177482,114
151179564,114
151187219,114
151191342,114
151191358,114
151197022,114
151197261,114
151205071,114
151207128,114
151207149,114
151211063,114
151217226,114
151220938,114
151220954,114
151222863,114
151225130,114
151226953,114
151229009,114
151229048,114
151230764,114
151230919,114
151233014,114
151236822,114
151236890,114
151239111,114
151244916,114
151248856,114
151250916,114
151256707,114
151258694,114
151258852,114
151260768,114
151260779,114
151274707,114
151292537,114
151300277,114
151308445,114
151310448,114
151352154,114
151405680,114
150585732,115
150589737,115
150595623,115
150601636,115
150603593,115
150607519,115
150617436,115
150647204,115
150651244,115
150653145,115
150653165,115
150657332,115
150661133,115
150669035,115
150671078,115
150673060,115
150679012,115
150684977,115
150690863,115
150690972,115
150692829,115
150694997,115
150698910,115
150704751,115
150704799,115
150704831,115
150710794,115
150716761,115
150722643,115
150728670,115
150728839,115
150730602,115
150730625,115
150732559,115
150734523,115
150736557,115
150736776,115
150738494,115
150738528,115
150738553,115
150742476,115
150742487,115
150748379,115
150752516,115
150754418,115
150756338,115
150756390,115
150758389,115
150758403,115
150758508,115
150760500,115
150762313,115
150762429,115
150764480,115
150768428,115
150780198,115
150780590,115
150782173,115
150782293,115
150784191,115
150784193,115
150784264,115
150784278,115
150786223,115
150786310,115
150786314,115
150788246,115
150794102,115
150796140,115
150796312,115
150798121,115
150800062,115
150800147,115
150803970,115
150804038,115
150804119,115
150804323,115
150806103,115
150812011,115
150812340,115
150813938,115
150813985,115
150814006,115
150815900,115
150815933,115
150817920,115
150817942,115
150818135,115
150818278,115
150821849,115
150823894,115
150824032,115
150826088,115
150828027,115
150828434,115
150830125,115
150833765,115
150833766,115
150833769,115
150833901,115
150833957,115
150834002,115
150834071,115
150835780,115
150835781,115
150835974,115
150837735,115
150837941,115
150838002,115
150839723,115
150839818,115
150841732,115
150843876,115
150845730,115
150845837,115
150845960,115
150847708,115
150847742,115
150847793,115
150847798,115
150847802,115
150849677,115
150849738,115
150851718,115
150855686,115
150857563,115
150857702,115
150857824,115
150857862,115
150859787,115
150859841,115
150861597,115
150861619,115
150863544,115
150863661,115
150865617,115
150867676,115
150867791,115
150867818,115
150871506,115
150871516,115
150871663,115
150875565,115
150877538,115
150877551,115
150877605,115
150877683,115
150879563,115
150879656,115
150881496,115
150881648,115
150883384,115
150885353,115
150885401,115
150885456,115
150885473,115
150885696,115
150887389,115
150887559,115
150889402,115
150889461,115
150889465,115
150889630,115
150893420,115
150893437,115
150893464,115
150895383,115
150895407,115
150897243,115
150897322,115
150897326,115
150897361,115
150897577,115
150897611,115
150899280,115
150899323,115
150899388,115
150901334,115
150901376,115
150901378,115
150901474,115
150903258,115
150905251,115
150905293,115
150905432,115
150907289,115
150907301,115
150909394,115
150909493,115
150911243,115
150911316,115
150911367,115
150915208,115
150915443,115
150917370,115
150917401,115
150917427,115
150917447,115
150919229,115
150919363,115
150921133,115
150921211,115
150921213,115
150921401,115
