riverName,riverId,outletRiverId,watershedName,lat,lon,country,parentRiverId,bboxWest,bboxSouth,bboxEast,bboxNorth,notes,validationFlag,sourceRow,wikipedia
Dawson,541684585,541727587,Fitzroy,-23.64044,149.76511,Australia,541727587,148.31444,-26.36333,150.95056,-23.637,,,499.0,
Fitzroy,541727587,541727587,Fitzroy,-23.49133,150.888,Australia,,146.67344,-26.36333,150.95056,-21.33789,,,497.0,
Mackenzie,541789416,541727587,Fitzroy,-23.62722,149.76856,Australia,541727587,146.67344,-25.396,149.76856,-21.33789,,,498.0,https://en.wikipedia.org/wiki/Mackenzie_River_%28Queensland%29
Burnett,541796180,541796180,Burnett,-24.75144,152.40333,Australia,,150.33656,-26.89056,152.40333,-24.48944,,,504.0,
Clarence,541824587,541824587,Clarence,-29.43322,153.373,Australia,,151.73056,-30.41411,153.373,-28.31867,,,501.0,
Brisbane,541919931,541919931,Brisbane,-27.37167,153.16367,Australia,,151.79378,-28.12944,153.16367,-26.49267,,,500.0,
Magdalena River,610125195,610125195,Magdalena River,11.06656,-74.85256,Colombia,,-76.87844,1.64267,-72.35411,11.06656,,,,https://en.wikipedia.org/wiki/Magdalena_River
Orinoco,610288141,610288141,Orinoco,8.62622,-60.90689,Venezuela,,-74.87811,1.543,-60.533,10.28644,,,145.0,
Caroni,610329519,610288141,Orinoco,8.36056,-62.70978,Venezuela,610288141,-64.06889,3.68022,-60.65022,8.36056,,,153.0,
Caura,610331320,610288141,Orinoco,7.66178,-64.814,Venezuela,610288141,-65.506,3.88589,-63.45644,7.71889,,,152.0,
Apure,610351561,610288141,Orinoco,7.61322,-66.38911,Venezuela,610288141,-72.36122,7.051,-66.38911,10.28644,,,150.0,
Upper Orinoco,610395784,610288141,Orinoco,3.96056,-67.08744,Venezuela,610288141,-67.09322,1.58311,-63.40233,6.12456,,,151.0,
Meta,610407967,610288141,Orinoco,6.191,-67.45067,Venezuela,610288141,-74.211,3.15533,-67.45067,7.43789,,,149.0,
Guaviare,610419539,610288141,Orinoco,4.04878,-67.71033,Venezuela,610288141,-74.87811,1.543,-67.71033,4.12589,,,146.0,
Inirida,610421307,610288141,Orinoco,3.90911,-67.916,Colombia,610419539,-72.73922,1.543,-67.80356,3.90911,,,147.0,
Vichada,610447644,610288141,Orinoco,4.94044,-67.84689,Colombia,610288141,-72.17967,3.49133,-67.84689,4.99767,,,148.0,
Amazon,621010293,621010293,Amazon,-0.47556,-51.42222,Brazil,,-79.55889,-20.42478,-51.42222,5.21144,,,2.0,
Envira,621044806,621010293,Amazon,-2.59278,-56.65133,Brazil,621010293,-60.21344,-8.69,-56.11233,-2.59278,,,4.0,
Tapajos,621047548,621010293,Amazon,-2.44822,-54.63156,Brazil,621010293,-60.06878,-14.87056,-53.90811,-2.31911,,,7.0,
Negro,621088867,621010293,Amazon,-3.179,-59.96267,Brazil,621010293,-73.099,-3.20822,-59.34744,5.21144,,,5.0,
Solimoes,621094380,621010293,Amazon,-3.32822,-60.60211,Brazil,621010293,-79.55889,-15.46911,-60.60211,2.84956,,,6.0,
Madeira,621138415,621010293,Amazon,-3.37267,-58.776,Brazil,621010293,-72.365,-20.42478,-58.58878,-3.37267,,,3.0,
Tocantins,621042031,621042031,Tocantins,-2.18456,-49.39478,Brazil,,-55.35556,-17.98411,-45.90433,-2.18456,"Upon closer inspection, I realized this is a subbasin of the Amazon river, so I think we can leave it",,190.0,
Xingu,621062592,621062592,Xingu,-0.66889,-51.07622,Brazil,,-55.56433,-14.86433,-50.39244,-0.66889,"id re-picked to the Xingu's own terminal reach; workbook row 8 named 621040626, 28 reaches above this mouth",,8.0,
Rio Parnaíba,630164909,630164909,Rio Parnaíba,-2.74444,-41.79144,Brazil,,-46.99344,-10.85544,-40.06156,-2.74444,,,,https://en.wikipedia.org/wiki/Parna%C3%ADba_River
Carinhanha,630206108,630272888,Sao Francisco,-14.34022,-43.77822,Brazil,630272888,-46.06122,-15.36278,-43.77822,-13.94044,,,225.0,
Corrente,630207697,630272888,Sao Francisco,-13.05767,-43.45922,Brazil,630272888,-46.19078,-14.82356,-43.45922,-12.76911,,,224.0,
Verde Grande,630209382,630272888,Sao Francisco,-14.56311,-43.88144,Brazil,630272888,-44.215,-16.99189,-42.553,-14.45233,,,226.0,
das Velhas,630226607,630272888,Sao Francisco,-17.20189,-44.83344,Brazil,630272888,-44.83344,-20.40467,-43.52678,-17.20189,,,230.0,
Urucula,630245338,630272888,Sao Francisco,-16.11733,-45.077,Brazil,630272888,-47.03733,-16.66011,-45.077,-14.74867,,,227.0,
Paracata,630246170,630272888,Sao Francisco,-16.56589,-45.10211,Brazil,630272888,-47.56111,-18.50533,-45.10211,-15.54811,,,228.0,
Paramirim,630250077,630272888,Sao Francisco,-11.56156,-43.28411,Brazil,630272888,-43.31622,-13.58367,-41.92867,-11.56156,,,223.0,
Upper Sao Francisco,630252721,630272888,Sao Francisco,-17.20189,-44.83344,Brazil,630272888,-46.62967,-20.868,-43.711,-17.20189,,,229.0,
Sao Francisco,630272888,630272888,Sao Francisco,-10.50533,-36.393,Brazil,,-47.56111,-20.868,-36.32644,-7.29756,,,218.0,
Grande,630292492,630272888,Sao Francisco,-11.09311,-43.13556,Brazil,630272888,-46.54544,-13.27578,-43.13556,-10.24711,,,222.0,
Salitre,630325077,630272888,Sao Francisco,-9.47156,-40.647,Brazil,630272888,-41.40411,-11.41411,-40.44089,-9.47156,,,220.0,
Parana,640255644,640255644,Parana,-33.889,-58.45278,Argentina,,-66.90589,-34.56056,-43.64056,-14.22378,,,32.0,
Parana**,640502881,640255644,Parana,-25.60978,-54.59678,Argentina,640255644,-56.04778,-26.78911,-43.64056,-15.55978,Lower Parana,,33.0,
Paranapanema,640554569,640255644,Parana,-22.73422,-53.21722,Brazil,640502881,-53.21722,-25.58078,-47.48711,-22.21133,,,37.0,
Río Uruguay,640332785,640332785,Río Uruguay,-33.09756,-58.23867,Uruguay,,-58.50644,-33.10322,-49.35411,-26.30144,network outlet is at the Fray Bentos bridge - about 122 km above the Rio de la Plata mouth; border river shared with Argentina and Brazil,,,https://en.wikipedia.org/wiki/Uruguay_River
Río Chico,650187903,650187903,Río Chico,-49.92024,-68.55609,Argentina,,-72.30522,-50.02957,-68.55609,-47.74157,Santa Cruz Río Chico - the other Río Chico is in the Chubut at 650218116,,,https://en.wikipedia.org/wiki/Chico_River_%28Santa_Cruz%29
Río Chubut,650194895,650194895,Río Chubut,-43.34268,-65.05324,Argentina,,-71.7231,-46.44246,-65.05324,-41.35712,,,,https://en.wikipedia.org/wiki/Chubut_River
Río Chico,650218116,650194895,Río Chubut,-43.96012,-66.47222,Argentina,650194895,-71.7231,-46.44246,-66.47222,-43.69446,Chubut Río Chico - the other Río Chico is in Santa Cruz at 650187903,,,
Río Deseado,650215035,650215035,Río Deseado,-47.75846,-65.92094,Argentina,,-71.45552,-47.86946,-65.92094,-46.22413,,,,https://en.wikipedia.org/wiki/Deseado_River
Río Negro,650234823,650234823,Río Negro,-41.02323,-62.79032,Argentina,,-71.88473,-41.46446,-62.79032,-36.43701,,,,https://en.wikipedia.org/wiki/R%C3%ADo_Negro_%28Argentina%29
Río Limay,650305959,650234823,Río Negro,-38.99601,-67.99634,Argentina,650234823,-71.88473,-41.46446,-67.99634,-38.77634,,,,https://en.wikipedia.org/wiki/Limay_River
Colorado,650300382,650300382,Colorado,-39.69912,-62.10307,Argentina,,-70.50764,-39.74823,-62.10307,-27.67578,,,,https://en.wikipedia.org/wiki/Colorado_River_%28Argentina%29
Río Desaguadero,650365152,650300382,Colorado,-38.81968,-64.98543,Argentina,650300382,-70.50764,-38.81968,-64.98543,-27.67578,"also called Salado, Chadileuvu and Curaco along different stretches; Wikipedia files the system as Desaguadero River (Argentina), pinned at this outlet",,,https://en.wikipedia.org/wiki/Desaguadero_River_%28Argentina%29
Verde,710148260,710148260,Verde,15.978,-97.79289,Mexico,,-98.03667,15.978,-96.32267,17.56278,,,459.0,
Río Fuerte,710203311,710203311,Río Fuerte,25.81567,-109.43067,Mexico,,-109.43067,25.81567,-106.31467,28.11411,,,,https://en.wikipedia.org/wiki/Fuerte_River
El Mezquital,710207481,710207481,El Mezquital,21.80722,-105.53444,Mexico,,-105.61822,21.80722,-103.54289,24.65711,,,464.0,
Grande de Santiago,710235268,710235268,Grande de Santiago,21.63033,-105.45078,Mexico,,-105.46989,19.11067,-99.37867,23.367,,,461.0,
Verde,710259123,710235268,Grande de Santiago,20.73044,-103.28356,Mexico,710235268,-103.28356,20.73033,-101.37833,22.68,,,463.0,
Atoyac,710245376,710245376,Atoyac,17.94378,-102.12989,Mexico,,-103.22133,17.14422,-97.41267,19.99011,,,460.0,
Yaqui,710278609,710278609,Yaqui,27.67367,-110.61211,Mexico,,-110.61211,27.52722,-107.12878,31.86767,,,564.0,
Río Asunción,710343934,710343934,Río Asunción,30.52567,-112.98578,Mexico,,-112.98578,29.94056,-110.44244,31.49922,,,,
Colorado,710431167,710431167,Colorado,31.77756,-114.73044,Mexico,,-115.61111,31.00711,-105.68178,43.42867,,,201.0,
Gila,710474767,710431167,Colorado,32.72067,-114.55811,United States of America,710431167,-114.55811,31.00711,-107.84889,35.58956,Lower basin,,202.0,
Salt,710486637,710431167,Colorado,33.38189,-112.30378,United States of America,710474767,-113.02867,33.34644,-109.25311,35.58956,Lower basin,,203.0,
Verde,710562020,710431167,Colorado,33.54722,-111.66067,United States of America,710486637,-113.02867,33.54722,-111.19944,35.58956,Lower basin,,204.0,
Little Colorado,710678941,710431167,Colorado,36.19233,-111.79856,United States of America,710431167,-111.91922,33.94044,-108.14189,36.71889,Lower basin,,207.0,
Dirty Devil/Dry Creek,710831620,710431167,Colorado,37.88156,-110.40022,United States of America,710431167,-111.80589,37.88156,-110.17689,39.05978,Upper basin,,210.0,
Gunnison,710839500,710431167,Colorado,39.06311,-108.57856,United States of America,710431167,-108.67867,37.89167,-106.291,39.20856,Upper basin,,213.0,
Dolores,710843480,710431167,Colorado,38.82,-109.28122,United States of America,710431167,-109.28122,37.61578,-107.78222,38.85189,Upper basin,,212.0,
Green,710897078,710431167,Colorado,38.189,-109.88567,United States of America,710431167,-111.42456,38.189,-106.64844,43.42867,Upper basin,,211.0,
San Juan,710914988,710431167,Colorado,37.17811,-110.90389,United States of America,710431167,-110.90389,35.64333,-106.64567,37.94811,Upper basin,,209.0,
White,711014040,710431167,Colorado,40.06122,-109.68044,United States of America,710897078,-109.68044,39.50833,-107.231,40.37856,Upper basin,,215.0,
Duchesne,711037846,710431167,Colorado,40.08467,-109.67933,United States of America,710897078,-111.23244,39.92589,-109.67933,40.79089,Upper basin,,216.0,
Klamath,710797708,710797708,Klamath,41.54344,-124.08222,United States of America,,-124.08222,40.17,-121.88167,42.27711,,,471.0,
Sacramento,710803838,710803838,Sacramento,38.06244,-122.25333,United States of America,,-123.05478,36.26744,-118.40378,42.35478,,,467.0,
San Joaquin,710849472,710803838,Sacramento,38.04678,-121.891,United States of America,710803838,-121.891,36.26744,-118.40378,38.73078,,,469.0,
Feather,710875218,710803838,Sacramento,38.78456,-121.62044,United States of America,710803838,-121.70233,38.78456,-120.15378,40.46533,,,468.0,
Salinas,710809857,710809857,Salinas,36.75267,-121.80778,United States of America,,-121.80778,35.19278,-120.00244,36.75267,,,466.0,
Four Mile,710676698,710938579,Great Salt Lake,41.28156,-112.084,United States of America,710954459,-112.084,41.27056,-111.98011,41.28533,,,,
Logan,710714370,710938579,Great Salt Lake,41.76322,-111.92378,United States of America,710829454,-111.92378,41.49678,-111.47033,42.02167,,,,
Little Bear,710722311,710938579,Great Salt Lake,41.76478,-111.92533,United States of America,710829454,-111.92989,41.43067,-111.57489,41.76478,,,,
Ogden,710736220,710938579,Great Salt Lake,41.23456,-112.00311,United States of America,710954459,-112.00311,41.21233,-111.49711,41.38111,,,,
Hobble Creek,710750163,710938579,Great Salt Lake,40.18756,-111.67956,United States of America,710908851,-111.67956,40.16356,-111.41811,40.25222,,,,
Marad,710763977,710938579,Great Salt Lake,41.58578,-112.11678,United States of America,710829454,-112.45078,41.58578,-112.11678,42.469,,,,
American Fork,710771973,710938579,Great Salt Lake,40.30533,-111.82467,United States of America,710908851,-111.82467,40.30533,-111.60933,40.52344,,,,
Bear,710829454,710938579,Great Salt Lake,41.50722,-112.13833,United States of America,710938579,-112.45078,40.763,-110.65889,42.74267,,,,
Little Cottonwood Creek,710873145,710938579,Great Salt Lake,40.666,-111.90811,United States of America,710908851,-111.90811,40.57,-111.72267,40.666,,,,
Mill Creek,710877111,710938579,Great Salt Lake,40.71011,-111.92378,United States of America,710908851,-111.92378,40.69089,-111.793,40.71011,,,,
Jordan,710908851,710938579,Great Salt Lake,40.80744,-112.12344,United States of America,710938579,-112.12344,39.64589,-110.952,40.80744,,,,
Great Salt Lake,710938579,710938579,Great Salt Lake,41.41133,-112.83256,United States of America,,-112.93889,39.64589,-110.65889,42.74267,,,,
Weber,710954459,710938579,Great Salt Lake,41.21311,-112.16033,United States of America,710938579,-112.16033,40.65911,-110.99611,41.38111,,,,
Big Cottonwood Creek,710960441,710938579,Great Salt Lake,40.67989,-111.91178,United States of America,710908851,-111.91178,40.62256,-111.61278,40.67989,,,,
Utah Lake,710972361,710938579,Great Salt Lake,40.37067,-111.90611,United States of America,710908851,-112.02056,39.64589,-110.952,40.64956,,,,https://en.wikipedia.org/wiki/Utah_Lake
Spanish Fork,710988246,710938579,Great Salt Lake,40.139,-111.71033,United States of America,710908851,-111.71033,39.75456,-111.18411,40.19033,,,,
Provo,711004110,710938579,Great Salt Lake,40.25233,-111.74044,United States of America,710908851,-111.74044,40.25233,-110.952,40.64956,,,,
Stikine River,720131290,720131290,Stikine River,56.62799,-132.33936,United States of America,,-132.61225,56.45399,-126.86984,59.17766,,,480.0,https://en.wikipedia.org/wiki/Stikine_River
Rogue River,720174454,720174454,Rogue River,42.41684,-124.43623,United States of America,,-124.43623,41.97073,-122.19474,43.08706,,,470.0,https://en.wikipedia.org/wiki/Rogue_River_%28Oregon%29
Cherry Creek,720104655,720207783,Columbia River,45.88752,-116.83264,United States of America,720221669,-116.83446,45.82463,-116.83264,45.88752,,,,
Cottonwood Creek,720110597,720207783,Columbia River,45.99641,-116.67179,United States of America,720174090,-116.67179,45.99641,-116.67179,45.99641,,,,
Eagle Creek,720112564,720207783,Columbia River,45.99729,-116.70096,United States of America,720174090,-116.70096,45.99729,-116.70096,45.99729,,,,
Deer Creek,720124472,720207783,Columbia River,45.99929,-116.69577,United States of America,720174090,-116.75467,45.99929,-116.69409,46.1103,,,,
Wolf Creek,720136401,720207783,Columbia River,45.77074,-116.58176,United States of America,720221669,-116.58176,45.77074,-116.50548,45.83541,,,,
Deschutes River,720146339,720207783,Columbia River,45.63974,-120.91792,United States of America,720207783,-121.95466,43.25451,-119.60295,45.63974,,,,https://en.wikipedia.org/wiki/Deschutes_River
Divide Creek,720148297,720207783,Columbia River,45.82618,-116.73728,United States of America,720221669,-116.73728,45.82618,-116.59284,45.88096,,,,
Okanogan River,720169881,720207783,Columbia River,48.09052,-119.73827,United States of America,720207783,-121.04244,48.09052,-118.87682,50.56753,,,250.0,https://en.wikipedia.org/wiki/Okanogan_River
Salmon River,720174090,720207783,Columbia River,45.85641,-116.79422,United States of America,720221669,-116.79422,43.88218,-113.1044,46.1103,,,,https://en.wikipedia.org/wiki/Salmon_River_%28Idaho%29
Willamette River,720184033,720207783,Columbia River,45.66196,-122.76353,United States of America,720207783,-123.69972,43.40618,-121.72538,45.74374,,,244.0,https://en.wikipedia.org/wiki/Willamette_River
Kootenay River,720187612,720207783,Columbia River,49.31553,-117.65343,Canada,720207783,-117.95535,47.9503,-114.65075,51.24375,,,254.0,https://en.wikipedia.org/wiki/Kootenay_River
Columbia River,720207783,720207783,Columbia River,46.26274,-123.471,United States of America,,-123.69972,41.23717,-109.88464,52.83265,,,243.0,https://en.wikipedia.org/wiki/Columbia_River
Pend Oreille River,720213439,720207783,Columbia River,49.00453,-117.62201,Canada,720207783,-117.62201,45.53907,-112.34139,49.43319,,,253.0,https://en.wikipedia.org/wiki/Pend_Oreille_River
Snake River,720221669,720207783,Columbia River,46.18607,-119.02743,United States of America,720207783,-119.02743,41.23717,-109.88464,47.59374,,,,https://en.wikipedia.org/wiki/Snake_River
John Day River,720229661,720207783,Columbia River,45.73763,-120.654,United States of America,720207783,-120.74669,43.95129,-118.31771,45.73763,,,,https://en.wikipedia.org/wiki/John_Day_River
Quesnel River,720183260,720213432,Fraser River,52.9682,-122.50269,Canada,720213432,-122.50269,52.11476,-120.22124,53.26676,,,476.0,https://en.wikipedia.org/wiki/Quesnel_River
Chilcotin River,720183390,720213432,Fraser River,51.73809,-122.39864,Canada,720213432,-124.89423,50.93253,-122.39864,52.79287,,,475.0,https://en.wikipedia.org/wiki/Chilcotin_River
Nechako River,720189111,720213432,Fraser River,53.91743,-122.71655,Canada,720189111,-127.48224,52.97243,-122.71655,56.08777,,duplicate-id,478.0,
Fraser River,720213432,720213432,Fraser River,49.06841,-123.17651,Canada,,-127.48224,48.88841,-118.24759,56.08777,,,472.0,
West Road (Blackwater),720214968,720213432,Fraser River,53.3112,-122.87249,Canada,720213432,-125.45867,52.31809,-122.87249,53.48232,,,477.0,
North Thompson River,720219212,720213432,Fraser River,50.68042,-120.34338,Canada,720239099,-121.5794,50.68042,-118.89211,52.82865,,,474.0,https://en.wikipedia.org/wiki/North_Thompson_River
Thompson River,720239099,720213432,Fraser River,50.23397,-121.58501,Canada,720213432,-121.78372,49.6633,-118.24759,52.82865,,,473.0,https://en.wikipedia.org/wiki/Thompson_River
Churchill,730140925,730140925,Churchill,58.79466,-94.20002,Canada,,-112.76761,53.14131,-93.8281,59.44878,,,570.0,
Nelson,730231962,730231962,Nelson,56.97488,-92.65675,Canada,,-117.28858,45.54529,-89.95942,57.10655,,,270.0,
Hayes,730234519,730234519,Hayes,57.03177,-92.24777,Canada,,-96.8146,53.26087,-90.16538,57.03177,,,571.0,
Severn,730279402,730279402,Severn,56.06099,-87.56438,Canada,,-95.67737,52.05009,-87.22658,56.06099,,,573.0,
Winisk,730343469,730343469,Winisk,55.28199,-85.08397,Canada,,-91.92942,51.79264,-85.08397,55.28199,,,574.0,
Albany River,730469167,730469167,Albany River,52.29431,-81.55248,Canada,,-92.93203,48.51775,-81.55248,52.29431,,,,https://en.wikipedia.org/wiki/Albany_River
St John,740394842,740394842,St John,45.25585,-66.0523,Canada,,-70.3294,45.25585,-65.09378,48.07219,,,563.0,
La Grande River,740445400,740445400,La Grande River,53.83909,-79.01837,Canada,,-79.01837,52.33497,-69.71965,54.79665,,,,https://en.wikipedia.org/wiki/La_Grande_River
Moisie,740461743,740461743,Moisie,50.22041,-66.1027,Canada,,-67.65099,50.22041,-65.59974,52.97786,,,577.0,
Churchill River,740520695,740520695,Churchill River,53.32398,-60.17995,Canada,,-67.80474,51.63131,-60.17995,55.27665,Labrador Churchill - not the Hudson Bay Churchill at 730140925,,,https://en.wikipedia.org/wiki/Churchill_River_%28Atlantic%29
Manicouagan,740537071,740537071,Manicouagan,49.17586,-68.26416,Canada,,-70.47616,49.17586,-67.22498,53.05575,,outlet-outside-sheet-group,159.0,
Outardes,740537077,740537077,Outardes,49.07608,-68.42777,Canada,,-70.62207,49.07608,-68.3808,52.2392,,,576.0,
Saguenay,740546542,740546542,Saguenay,48.1393,-69.75791,Canada,,-74.33753,47.47296,-69.75791,52.24586,,outlet-outside-sheet-group,158.0,
Manicougan,740562622,740562622,Manicougan,48.92519,-68.67418,Canada,,-70.74199,48.67919,-68.67418,51.19397,,,575.0,
Lake Erie,740256552,740599039,St. Lawrence,42.91195,-78.90558,United States of America,740599039,-93.14454,40.48528,-78.3478,50.69997,"shared with Canada - country is the outlet bank, at Buffalo",,,
Lake Huron,740275361,740599039,St. Lawrence,42.97162,-82.41589,United States of America,740256552,-93.14454,41.31895,-78.56366,50.69997,"shared with Canada - country is the outlet bank, at Port Huron",,,
St. Lawrence,740599039,740599039,St. Lawrence,46.82074,-71.19085,Canada,,-93.14454,40.48528,-70.34953,50.69997,,,155.0,
Lake Superior,740666258,740599039,St. Lawrence,46.48263,-84.44144,United States of America,740275361,-93.14454,46.20218,-83.23964,50.69997,"shared with Canada - country is the outlet bank, at Sault Ste. Marie",,,
St. Maurice,740703896,740599039,St. Lawrence,46.34207,-72.51985,Canada,740599039,-75.45081,46.34207,-72.07271,49.07008,,,157.0,
Peace,750054989,750054989,Peace,26.94522,-82.05644,United States of America,,-82.05644,26.92256,-81.49878,28.09667,,,,
Rainbow,750057299,750057301,Withlacoochee,29.047,-82.45844,United States of America,750057301,-82.51833,29.047,-82.29411,29.65667,,,,
Withlacoochee,750057301,750057301,Withlacoochee,28.98011,-82.74733,United States of America,,-82.74733,28.14944,-81.67278,29.65667,Gulf-coast Withlacoochee - not the Withlacoochee that joins the Suwannee,,,
Suwannee,750062621,750062621,Suwannee,29.30533,-83.17789,United States of America,,-83.84878,29.30533,-82.07567,31.994,,,420.0,
Caloosahatchee,750072760,750072760,Caloosahatchee,26.51444,-82.01556,United States of America,,-82.01556,26.51444,-80.31233,28.529,,,419.0,
Fish Creek,750073265,750073265,Fish Creek,29.79033,-83.58789,United States of America,,-83.58789,29.77422,-83.36211,30.10289,,,,
Apalachicola,750093395,750093395,Apalachicola,29.71211,-84.90044,United States of America,,-85.50756,29.68011,-83.47244,34.75878,,,421.0,
Androscoggin,750108996,750109592,Kennebec,43.98533,-69.83644,United States of America,750109592,-71.28444,43.93356,-69.83644,45.28022,,,356.0,
Kennebec,750109592,750109592,Kennebec,43.75089,-69.77256,United States of America,,-71.28444,43.75089,-69.139,45.72733,,,355.0,
James,750112142,750112142,James,37.00433,-76.22689,United States of America,,-80.41089,36.68556,-76.046,38.40678,,,407.0,
Delaware,750117989,750117989,Delaware,39.69678,-75.51667,United States of America,,-76.33622,39.63022,-74.45167,42.40178,,,403.0,
Susquehanna,750127466,750127466,Susquehanna,39.542,-76.07578,United States of America,,-78.83322,39.542,-74.65489,42.921,,,404.0,
West Branch Susquehanna,750171238,750127466,Susquehanna,40.89922,-76.76922,United States of America,750127466,-78.83322,40.50989,-76.289,41.846,,,405.0,
Potomac,750129283,750129283,Potomac,38.00111,-76.27744,United States of America,,-79.61133,37.94067,-76.27744,40.167,,,406.0,
Penobscot,750133844,750133844,Penobscot,44.49467,-68.79233,United States of America,,-70.33522,44.49467,-67.79256,46.32933,,,353.0,
Escambia,750155538,750155538,Escambia,30.32322,-87.30422,United States of America,,-87.741,30.29889,-85.72978,32.07122,,,566.0,
Merrimack,750158162,750158162,Merrimack,42.83,-70.80656,United States of America,,-72.09556,42.25722,-70.80656,44.16111,,,400.0,
Chowan,750153609,750158937,Roanoke,35.98856,-76.62367,United States of America,750158937,-78.46744,35.98856,-76.58267,37.21122,,,409.0,
Roanoke,750158937,750158937,Roanoke,36.01944,-76.354,United States of America,,-80.45,35.70722,-76.354,37.47578,,,408.0,
Neuse,750166064,750166064,Neuse,35.15833,-76.47511,United States of America,,-79.158,34.88067,-76.47511,36.33111,,,569.0,
Hubson,750170058,750170058,Hubson,40.708,-74.02611,United States of America,,-75.50289,40.708,-73.00833,44.09011,,,402.0,
Connecticut,750179515,750179515,Connecticut,41.27122,-72.335,United States of America,,-73.15311,41.27122,-71.165,45.23478,,,401.0,
Choctawatchee,750192240,750192240,Choctawatchee,30.38433,-86.51211,United States of America,,-86.60433,30.374,-85.30689,32.06667,,,567.0,
Pascagoula,750192832,750192832,Pascagoula,30.39878,-88.60033,United States of America,,-89.78833,30.39878,-88.405,32.66411,,,429.0,
St. Johns,750198160,750198160,St. Johns,30.399,-81.38433,United States of America,,-82.30767,27.50789,-80.56156,30.481,,,418.0,
Altamaha,750235431,750235431,Altamaha,31.31856,-81.28311,United States of America,,-84.389,31.31856,-81.28311,34.34011,,,415.0,
Oconee,750242517,750235431,Altamaha,31.95833,-82.54167,United States of America,750235431,-83.87711,31.95833,-82.54167,34.34011,,,417.0,
Ocmulgee,750255542,750235431,Altamaha,31.95833,-82.54167,United States of America,750235431,-84.389,31.751,-82.54167,33.982,,,416.0,
Alabama,750236632,750236632,Alabama,30.67878,-88.01044,United States of America,,-89.11644,30.67878,-84.03878,35.08433,,,424.0,
Coosa,750241319,750236632,Alabama,32.50078,-86.267,United States of America,750236632,-86.74533,32.50078,-84.03878,35.08433,,,426.0,
Tallpoosa,750241320,750236632,Alabama,32.50078,-86.267,United States of America,750236632,-86.267,32.07489,-84.97167,33.88411,,,427.0,
Tombigbee,750250826,750236632,Alabama,31.20089,-87.873,United States of America,750236632,-89.11644,31.15844,-86.19344,34.67033,,,425.0,
Black Warrior,750256118,750236632,Alabama,32.53211,-87.85244,United States of America,750250826,-87.88322,32.44622,-86.19344,34.34722,,,428.0,
Savannah,750251396,750251396,Savannah,32.03789,-80.84856,United States of America,,-83.61933,32.03511,-80.84856,35.10467,,,414.0,
Ogeechee,750262649,750262649,Ogeechee,31.82822,-81.03222,United States of America,,-83.02967,31.82822,-81.03222,33.53833,,,568.0,
Congaree,750284502,750288662,North Santee,33.74467,-80.61967,United States of America,750288662,-82.699,33.71644,-80.61967,35.56233,,,413.0,
North Santee,750288662,750288662,North Santee,33.13078,-79.23711,United States of America,,-82.699,33.13078,-79.23711,36.054,,,412.0,
Cape Fear,750293970,750293970,Cape Fear,33.87244,-78.01267,United States of America,,-80.02156,33.87244,-77.53611,36.308,,,410.0,
Waccamaw,750301090,750301090,Waccamaw,33.29956,-79.28811,United States of America,,-81.58789,33.29956,-78.32389,36.614,,,411.0,
Mississippi River,760021611,760021611,Mississippi River,29.09288,-89.25216,United States of America,,-113.83331,29.09288,-77.88563,49.67867,,,20.0,https://en.wikipedia.org/wiki/Mississippi_River
Hardscrabble Creek,760294721,760021611,Mississippi River,48.10744,-104.58992,United States of America,760754696,-104.58992,47.94822,-104.41877,48.10744,,,,
Redwater River,760296389,760021611,Mississippi River,48.06411,-105.20773,United States of America,760754696,-105.91228,47.08666,-104.86231,48.06411,,,,https://en.wikipedia.org/wiki/Redwater_River
Big Muddy Creek,760304675,760021611,Mississippi River,48.47867,-104.50239,United States of America,760754696,-105.24051,48.47867,-104.32778,49.28533,,,,https://en.wikipedia.org/wiki/Big_Muddy_Creek_%28Missouri_River_tributary%29
Yellowstone River,760316370,760021611,Mississippi River,47.98222,-103.98315,United States of America,760754696,-111.03204,42.51299,-103.621,47.98222,,,,https://en.wikipedia.org/wiki/Yellowstone_River
Cherry Creek,760338017,760021611,Mississippi River,47.679,-103.02382,United States of America,760452845,-103.50894,47.647,-102.97074,47.84733,,,,
Arkansas-Red-White,760359044,760021611,Mississippi River,33.80177,-91.09165,United States of America,760359050,-106.54447,33.80177,-91.09165,39.34555,,,24.0,
Lower Mississippi,760359050,760021611,Mississippi River,33.76521,-91.1173,United States of America,760021611,-113.83331,33.76521,-77.88563,49.67867,,,21.0,
Coyote Creek,760389640,760021611,Mississippi River,47.20289,-101.92077,United States of America,760454524,-101.92077,47.00833,-101.74527,47.20289,,,,
Otter Creek,760406276,760021611,Mississippi River,47.26233,-101.70145,United States of America,760454524,-101.70145,47.04378,-101.5477,47.26233,,,,
Heart River,760406311,760021611,Mississippi River,46.76344,-100.8418,United States of America,760754696,-103.30791,46.38878,-100.8418,47.13755,,,,https://en.wikipedia.org/wiki/Heart_River_%28North_Dakota%29
Little Heart River,760427950,760021611,Mississippi River,46.68822,-100.78327,United States of America,760754696,-101.08153,46.54933,-100.78327,46.73222,,,,
Spring Creek,760432897,760021611,Mississippi River,47.25255,-101.80113,United States of America,760454524,-102.88578,47.24766,-101.80113,47.428,,,,https://en.wikipedia.org/wiki/Spring_Creek_%28North_Dakota%29
