TerminalLink,VPUCode
520046752,502
520049681,502
520035044,502
520030165,502
520031141,502
520027239,502
520023335,502
520028215,502
520029191,502
520043838,502
520056527,502
520041890,502
520002851,502
520049699,502
520046771,502
520051652,502
520058485,502
520070197,502
520074101,502
520037014,502
520048727,502
520041896,502
520037992,502
520026282,502
520016522,502
520044827,502
520034092,502
520027260,502
520004813,502
520014574,502
520003850,502
520030346,502
520034255,502
520042065,502
520045976,502
520004016,502
520048918,502
520040138,502
520043074,502
520057714,502
520046022,502
520040174,502
520056768,502
520047010,502
520050922,502
520043115,502
520052876,502
520031410,502
520077290,502
520041180,502
520031428,502
520033392,502
520047057,502
520035352,502
520033404,502
520022671,502
520021701,502
520016822,502
520025608,502
520037320,502
520016825,502
520020729,502
520053916,502
520049040,502
520055873,502
520051971,502
520067591,502
520076373,502
520066613,502
520071495,502
520054903,502
520055879,502
520056855,502
520078329,502
520052953,502
520067594,502
520068568,502
520068570,502
520071497,502
520050028,502
520056860,502
520057837,502
520054908,502
520022707,502
520029541,502
520045159,502
520046135,502
520050039,502
520051015,502
520053948,502
520031499,502
520047118,502
520040289,502
520037363,502
520042246,502
520026634,502
520026632,502
520021756,502
520026641,502
520028592,502
520020785,502
520023713,502
520020787,502
520021763,502
520028596,502
520049094,502
520042262,502
520050071,502
520047143,502
520048118,502
520050070,502
520053001,502
520053008,502
520044224,502
520041298,502
520031546,502
520031548,502
520026668,502
520019840,502
520023745,502
520027649,502
520030581,502
520045222,502
520023750,502
520047174,502
520039367,502
520055960,502
520044249,502
520048154,502
520007163,502
520056938,502
520058893,502
520059869,502
520061822,502
520054016,502
520080369,502
520076468,502
520060852,502
520036454,502
520054021,502
520054023,502
520050120,502
520042312,502
520043289,502
520060860,502
520041337,502
520048171,502
520052075,502
520044268,502
520046220,502
520052077,502
520054030,502
520055985,502
520047199,502
520059888,502
520055009,502
520053060,502
520059892,502
520048180,502
520062819,502
520052084,502
520059893,502
520039399,502
520051111,502
520075512,502
520056969,502
520064779,502
520040379,502
520055022,502
520028670,502
520049167,502
520048194,502
520037460,502
520046242,502
520054055,502
520050150,502
520039416,502
520034537,502
520042347,502
520046252,502
520055036,502
520048203,502
520048204,502
520046254,502
520050158,502
520040400,502
520038448,502
520058946,502
520073585,502
520059921,502
520079442,502
520052116,502
520048214,502
520056997,502
520040409,502
520026747,502
520045291,502
520040412,502
520039434,502
520033581,502
520031630,502
520029677,502
520027727,502
520030657,502
520025779,502
520028707,502
520064824,502
520043351,502
520029690,502
520034570,502
520032618,502
520052143,502
520033598,502
520038478,502
520034574,502
520056048,502
520057026,502
520064835,502
520050194,502
520064837,502
520041414,502
520053131,502
520072654,502
520059967,502
520053136,502
520068753,502
520099985,502
520060947,502
520079493,502
520028742,502
520112685,502
520075596,502
520143918,502
520116592,502
520138062,502
520092199,502
520108791,502
520120504,502
520076586,502
520082445,502
520066828,502
520070734,502
520009247,502
520064881,502
520067811,502
520061957,502
520069767,502
520075625,502
520065868,502
520053179,502
520062942,502
520065872,502
520055135,502
520057093,502
520061972,502
520054165,502
520049285,502
520056120,502
520043432,502
520064907,502
520069787,502
520044410,502
520049292,502
520049294,502
520068815,502
520066864,502
520084433,502
520087362,502
520087361,502
520082484,502
520068822,502
520062967,502
520070776,502
520073708,502
520093228,502
520085420,502
520071757,502
520073711,502
520069810,502
520074690,502
520102020,502
520074693,502
520074694,502
520040536,502
520062009,502
520087385,502
520063964,502
520069820,502
520081533,502
520079583,502
520089351,502
520104970,502
520096190,502
520095217,502
520103999,502
520095218,502
520082532,502
520084484,502
520095225,502
520095230,502
520096210,502
520117691,502
520102075,502
520159658,502
520146970,502
520109885,502
520123548,502
520105007,502
520107935,502
520112815,502
520117701,502
520128451,502
520004505,502
520118697,502
520123580,502
520117732,502
520138230,502
520152873,502
520125545,502
520138236,502
520148973,502
520181182,502
520156787,502
520155816,502
520207546,502
520201694,502
520022134,502
520264182,502
520231002,502
520245642,502
520230027,502
520242714,502
520005548,502
520219293,502
520227102,502
520240767,502
520235888,502
520243696,502
520288591,502
520289571,502
520313972,502
520346186,502
520299338,502
520242731,502
520378397,502
520277868,502
520323741,502
520282748,502
520295436,502
520346189,502
520347165,502
520341309,502
520318863,502
520313007,502
520334481,502
520360830,502
520305200,502
520396946,502
520246641,502
520306176,502
520372544,502
520340339,502
520321795,502
520332532,502
520363763,502
520385235,502
520367671,502
520299352,502
520317895,502
520310092,502
520377438,502
520350110,502
520317903,502
520352062,502
520241776,502
520292528,502
520279840,502
520282769,502
520234946,502
520242755,502
520237876,502
520212514,502
520004630,502
520237897,502
520259374,502
520213505,502
520215458,502
520285731,502
520196918,502
520235959,502
520268164,502
520202776,502
520224246,502
520272076,502
520228154,502
520283788,502
520274027,502
520233034,502
520230110,502
520214494,502
520246702,502
520261342,502
520321855,502
520266225,502
520229138,502
520228163,502
520235974,502
520292582,502
520236951,502
520277946,502
520213530,502
520294539,502
520279896,502
520249644,502
520310155,502
520308203,502
520257453,502
520258430,502
520236960,502
520263313,502
520285761,502
520258434,502
520244774,502
520330655,502
520287721,502
520230136,502
520281865,502
520268199,502
520258441,502
520304311,502
520275034,502
520241851,502
520293577,502
520311148,502
520320909,502
520238926,502
520264304,502
520220384,502
520242835,502
520216487,502
520271141,502
520277003,502
520314093,502
520221376,502
520253585,502
520228211,502
520248712,502
520261400,502
520218456,502
520268232,502
520277018,502
520234074,502
520250667,502
520176492,502
520198941,502
520296543,502
520244816,502
520235059,502
520269218,502
520219443,502
520214564,502
520226277,502
520195045,502
520196998,502
520111110,502
520175533,502
520181390,502
520077935,502
520122833,502
520152115,502
520138452,502
520124788,502
520144309,502
520133572,502
520121862,502
520100390,502
520068186,502
520087706,502
520076980,502
520061368,502
520068199,502
520047708,502
520049660,502
520061374,502
520057471,502
520057477,502
520051621,502
520063333,502
520045769,502
520052601,502
520047721,502
520045771,502
520058461,502
520048702,502
520059437,502
520057486,502
520073102,502
520040895,502
520053586,502
520056515,502
520058466,502
520039929,502
520046761,502
520030169,502
520045788,502
520019438,502
520042864,502
520040912,502
520055551,502
520043840,502
520057506,502
520050676,502
520056533,502
520060437,502
520041897,502
520037995,502
520036043,502
520037019,502
520025308,502
520016526,502
520002877,502
520024491,502
520036212,502
520033287,502
520050870,502
520032328,502
520045995,502
520043092,502
520054803,502
520040172,502
520046038,502
520063608,502
520046043,502
520046052,502
520038264,502
520037299,502
520034380,502
520039259,502
520012909,502
520031459,502
520023652,502
520021700,502
520053918,502
520081246,502
520072469,502
520053932,502
520070523,502
520026611,502
520050038,502
520048087,502
520041253,502
520056871,502
520050051,502
520036391,502
520037369,502
520025658,502
520026638,502
520025666,502
520049099,502
520047150,502
520042273,502
520049105,502
520026671,502
520029603,502
520027659,502
520063774,502
520054992,502
520071584,502
520052067,502
520063783,502
520055004,502
520058908,502
520063791,502
520053055,502
520057937,502
520069649,502
520054037,502
520060869,502
520058922,502
520075515,502
520074543,502
520047217,502
520052097,502
520056002,502
520033556,502
520044294,502
520045271,502
520055030,502
520053080,502
520041370,502
520057965,502
520057964,502
520055039,502
520042352,502
520051139,502
520060900,502
520051143,502
520061878,502
520026749,502
520031632,502
520040417,502
520040421,502
520057016,502
520066776,502
520058000,502
520043358,502
520052146,502
520056055,502
520045319,502
520055079,502
520059962,502
520052157,502
520066798,502
520068750,502
520084370,502
520085346,502
520115613,502
520118544,502
520120496,502
520104884,502
520109767,502
520083420,502
520076589,502
520082446,502
520075617,502
520101967,502
520080496,502
520080503,502
520073672,502
520085386,502
520043419,502
520073677,502
520070753,502
520061969,502
520081489,502
520044408,502
520048310,502
520046362,502
520085410,502
520097119,502
520098101,502
520081508,502
520065895,502
520084442,502
520088347,502
520069808,502
520076641,502
520071760,502
520103972,502
520114708,502
520087379,502
520006379,502
520073722,502
520087411,502
520104977,502
520064965,502
520100106,502
520089379,502
520121593,502
520139179,502
520123563,502
520113807,502
520104049,502
520136267,502
520177275,502
520139212,502
520173378,502
520167526,502
520176311,502
520215356,502
520170469,502
520211477,502
520237830,502
520231974,502
520251495,502
520276873,502
520223198,502
520292494,502
520279809,502
520327637,502
520358877,502
520348141,502
520320816,502
520314961,502
520372547,502
520341317,502
520354007,502
520332538,502
520186139,502
520314973,502
520385247,502
520318879,502
520333518,502
520316927,502
520245681,502
520322789,502
520298389,502
520264235,502
520231057,502
520236919,502
520202761,502
520258398,502
520235952,502
520207651,502
520206676,502
520278906,502
520236937,502
520257433,502
520277933,502
520241819,502
520254509,502
520283790,502
520299404,502
520293551,502
520311120,502
520288673,502
520279888,502
520272082,502
520239874,502
520291605,502
520292581,502
520263303,502
520271115,502
520261355,502
520261356,502
520362859,502
520294538,502
520335534,502
520254527,502
520258431,502
520278934,502
520262345,502
520312124,502
520321885,502
520280893,502
520323837,502
520286751,502
520259424,502
520254545,502
520256499,502
520236987,502
520226249,502
520235034,502
520217466,502
520278956,502
520226259,502
520241878,502
520242857,502
520225292,502
520301424,502
520182356,502
520233106,502
520219445,502
520239942,502
520032059,502
520158939,502
520189196,502
520191148,502
520209696,502
520125761,502
520170657,502
520151141,502
520142357,502
520143333,502
520116985,502
520081854,502
520093566,502
520098447,502
520084786,502
520080881,502
520079908,502
520082833,502
520115039,502
520098451,502
520071125,502
520058441,502
520060399,502
520046743,502
520039912,502
520061394,502
520057487,502
520062368,502
520060419,502
520039925,502
520037973,502
520041881,502
520037005,502
520061410,502
520055554,502
520059459,502
520039946,502
520036042,502
520030188,502
520028400,502
520043058,502
520041127,502
520074360,502
520039234,502
520031434,502
520041196,502
520050967,502
520047065,502
520017792,502
520013890,502
520065638,502
520070522,502
520070524,502
520085161,502
520036383,502
520033456,502
520032488,502
520024685,502
520073495,502
520038357,502
520046172,502
520055928,502
520056908,502
520027642,502
520060847,502
520064752,502
520082345,502
520061849,502
520060876,502
520053072,502
520044288,502
520063806,502
520056978,502
520038435,502
520051131,502
520063827,502
520063832,502
520041396,502
520068739,502
520049222,502
520066801,502
520065824,502
520092180,502
520128297,502
520145875,502
520097084,502
520084410,502
520066851,502
520088335,502
520082480,502
520078577,502
520071759,502
520082496,502
520081525,502
520076646,502
520064940,502
520092271,502
520101071,502
520088392,502
520135254,502
520092329,502
520155776,502
520147019,502
520189989,502
520166576,502
520277849,502
520304204,502
520302263,502
520289579,502
520363758,502
520374495,502
520347167,502
520391093,502
520367670,502
520380357,502
520317897,502
520381340,502
520274957,502
520295455,502
520247637,502
520204695,502
520199818,502
520298404,502
520241806,502
520261334,502
520238885,502
520288665,502
520218397,502
520256462,502
520291600,502
520277938,502
520310151,502
520312105,502
520340416,502
520257459,502
520231115,502
520250639,502
520274083,502
520287753,502
520258481,502
520240914,502
520210659,502
520207740,502
520196032,502
520168707,502
520102343,502
520094539,502
520088686,502
520095527,502
520092599,502
520074058,502
520050646,502
520040890,502
520059440,502
520033092,502
520033099,502
520050671,502
520052625,502
520044824,502
520046777,502
520044111,502
520043137,502
520053981,502
520049110,502
520042317,502
520060867,502
520065808,502
520061918,502
520074612,502
520083402,502
520137086,502
520063932,502
520112803,502
520087462,502
520282737,502
520271064,502
520252554,502
520285755,502
520310161,502
520337490,502
520223315,502
520254579,502
520177488,502
520153093,502
520082837,502
520060392,502
520047747,502
520040250,502
520077348,502
520056874,502
520055930,502
520063768,502
520055025,502
520233926,502
520285658,502
520342301,502
520249647,502
520097474,502
520064307,502
520122840,502
530000017,503
530000052,503
530001418,503
530001430,503
530000063,503
530002802,503
530005599,503
530002908,503
530001556,503
530001567,503
530001594,503
530002963,503
530000226,503
530000247,503
530000253,503
530005786,503
530001666,503
530009925,503
530023712,503
530022334,503
530000329,503
530044356,503
530004456,503
530040231,503
530031982,503
530031998,503
530000373,503
530005889,503
530008677,503
530038944,503
530033446,503
530025209,503
530038973,503
530045858,503
530004600,503
530014222,503
530045859,503
530001847,503
530001845,503
530005994,503
530001868,503
530058287,503
530000496,503
530058292,503
530077561,503
530010145,503
530030791,503
530007403,503
530066563,503
530007408,503
530007407,503
530007410,503
530011538,503
530028044,503
530025297,503
530007400,503
530001926,503
530001936,503
530116129,503
530000554,503
530017056,503
530125783,503
530000559,503
530012934,503
530118908,503
530023950,503
530022586,503
530010212,503
530011587,503
530008816,503
530014329,503
530140921,503
530124423,503
530006089,503
530014342,503
530015718,503
530028114,503
530019854,503
530003354,503
530007488,503
530003362,503
530004743,503
530000616,503
530102464,503
530068080,503
530110737,503
530099727,503
530091475,503
530118993,503
530092868,503
530007545,503
530090143,503
530000696,503
530057139,503
530081898,503
530004845,503
530083288,503
530000727,503
530000732,503
530081930,503
530083309,503
530095695,503
530080561,503
530092963,503
530077840,503
530091593,503
530080583,503
530090214,503
530086094,503
530009041,503
530086097,503
530066838,503
530084723,503
530113645,503
530091628,503
530102642,503
530007709,503
530094394,503
530120530,503
530007706,503
530094391,503
530000832,503
530116419,503
530004974,503
530006347,503
530093063,503
530108204,503
530047655,503
530050410,503
530088944,503
530044916,503
530098577,503
530093068,503
530080691,503
530054563,503
530091710,503
530071105,503
530066992,503
530068368,503
530067011,503
530109673,503
530054637,503
530075278,503
530060154,503
530082179,503
530001005,503
530102820,503
530101447,503
530089077,503
530073937,503
530053298,503
530091829,503
530007900,503
530086333,503
530087709,503
530013413,503
530082206,503
530017545,503
530035449,503
530040952,503
530047845,503
530039612,503
530040984,503
530043742,503
530057529,503
530038256,503
530046517,503
530050634,503
530038284,503
530024518,503
530030024,503
530024534,503
530034169,503
530013527,503
530014915,503
530023181,503
530024580,503
530021817,503
530024570,503
530021839,503
530023216,503
530025970,503
530012228,503
530003964,503
530023239,503
530005370,503
530002632,503
530004074,503
530004143,503
530004149,503
530004166,503
530001421,503
530006934,503
530004184,503
530002826,503
530004222,503
530006987,503
530008367,503
530005622,503
530009785,503
530012538,503
530005670,503
530005671,503
530008425,503
530009802,503
530008439,503
530007068,503
530007073,503
530008456,503
530016715,503
530007086,503
530008462,503
530012591,503
530002962,503
530000220,503
530002976,503
530001608,503
530004371,503
530003005,503
530009891,503
530018158,503
530016782,503
530012660,503
530019544,503
530009914,503
530012666,503
530014043,503
530018176,503
530015425,503
530018177,503
530015426,503
530015428,503
530009929,503
530020939,503
530016818,503
530018195,503
530012695,503
530031963,503
530045724,503
530015453,503
530029218,503
530045731,503
530027843,503
530047107,503
530055364,503
530069124,503
530038854,503
530048488,503
530049865,503
530005834,503
530034742,503
530030614,503
530033367,503
530034743,503
530038880,503
530044396,503
530040278,503
530038914,503
530037539,503
530038915,503
530062309,503
530051301,503
530033416,503
530049928,503
530030669,503
530044432,503
530033426,503
530059576,503
530067833,503
530063705,503
530066457,503
530058201,503
530054075,503
530043067,503
530048574,503
530056830,503
530045822,503
530052705,503
530052706,503
530051331,503
530051333,503
530077478,503
530081606,503
530056842,503
530060973,503
530092625,503
530055478,503
530070617,503
530069243,503
530052736,503
530058242,503
530065123,503
530067880,503
530052746,503
530056874,503
530066506,503
530051372,503
530058252,503
530056878,503
530052751,503
530044497,503
530048625,503
530052755,503
530026614,503
530027995,503
530061020,503
530040383,503
530078917,503
530067913,503
530056906,503
530085803,503
530077548,503
530089938,503
530058290,503
530078932,503
530077556,503
530080310,503
530105079,503
530070683,503
530077564,503
530092700,503
530100957,503
530078942,503
530085824,503
530114721,503
530129857,503
530083074,503
530110596,503
530091335,503
530102345,503
530087209,503
530095467,503
530099595,503
530096844,503
530127117,503
530116109,503
530110606,503
530006032,503
530113361,503
530095474,503
530105108,503
530109236,503
530121621,503
530145017,503
530118874,503
530106491,503
530162915,503
530167045,503
530120262,503
530157414,503
530139526,503
530173931,503
530131277,503
530160173,503
530151918,503
530160174,503
530206958,503
530198703,503
530118896,503
530139536,503
530121648,503
530124402,503
530160178,503
530135411,503
530123027,503
530045972,503
530164308,503
530118902,503
530146422,503
530151928,503
530151930,503
530021210,503
530172571,503
530160188,503
530124413,503
530156062,503
530168446,503
530140927,503
530021218,503
530182210,503
530140931,503
530121670,503
530124424,503
530135434,503
530149196,503
530039116,503
530146445,503
530149197,503
530151953,503
530015730,503
530117555,503
530161588,503
530129942,503
530131318,503
530116184,503
530123064,503
530136826,503
530140954,503
530109307,503
530132702,503
530136830,503
530131327,503
530153348,503
530129958,503
530121707,503
530107949,503
530138224,503
530118961,503
530084562,503
530132723,503
530113468,503
530161638,503
530123112,503
530127244,503
530128622,503
530130002,503
530099732,503
530172661,503
530149272,503
530121752,503
530106618,503
530174043,503
530124509,503
530103869,503
530119006,503
530123134,503
530158911,503
530152031,503
530123138,503
530120386,503
530114893,503
530113518,503
530120401,503
530119026,503
530070876,503
530106653,503
530131423,503
530120415,503
530123171,503
530110789,503
530128679,503
530101160,503
530099786,503
530125930,503
530099787,503
530139695,503
530119067,503
530158975,503
530092931,503
530109444,503
530147976,503
530003498,503
530097070,503
530120469,503
530117720,503
530102586,503
530087451,503
530105343,503
530136994,503
530146626,503
530148003,503
530113603,503
530135620,503
530121861,503
530124614,503
530150758,503
530142503,503
530145255,503
530139752,503
530132872,503
530150761,503
530132873,503
530168651,503
530131501,503
530148014,503
530165902,503
530157650,503
530109492,503
530145269,503
530153525,503
530126006,503
530164535,503
530153527,503
530145273,503
530159034,503
530163165,503
530156285,503
530170045,503
530171427,503
530168675,503
530134276,503
530193445,503
530160422,503
530128775,503
530132903,503
530167305,503
530146666,503
530157675,503
530153548,503
530149421,503
530131536,503
530108148,503
530201717,503
530141174,503
530130167,503
530108153,503
530168697,503
530153563,503
530119164,503
530146687,503
530132928,503
530142567,503
530156328,503
530131573,503
530137078,503
530116444,503
530124700,503
530123329,503
530110948,503
530117831,503
530116457,503
530139852,503
530109584,503
530117841,503
530138481,503
530126098,503
530106835,503
530099957,503
530098582,503
530115094,503
530104087,503
530101337,503
530069690,503
530102715,503
530106846,503
530137118,503
530082082,503
530101346,503
530097222,503
530117875,503
530120635,503
530088993,503
530093124,503
530106884,503
530082122,503
530087632,503
530128930,503
530127554,503
530104164,503
530090404,503
530106917,503
530091783,503
530111048,503
530115177,503
530102795,503
530104173,503
530087662,503
530133073,503
530133074,503
530122066,503
530131699,503
530112437,503
530120695,503
530098680,503
530113823,503
530111072,503
530094562,503
530094563,503
530109706,503
530111082,503
530115211,503
530086321,503
530148245,503
530116598,503
530084953,503
530120729,503
530124857,503
530083583,503
530095967,503
530117984,503
530108355,503
530111110,503
530087719,503
530086346,503
530065710,503
530060212,503
530060214,503
530069851,503
530060225,503
530078115,503
530065733,503
530060232,503
530028588,503
530051980,503
530061615,503
530067127,503
530057498,503
530071269,503
530052011,503
530082287,503
530068533,503
530050648,503
530064411,503
530046524,503
530052028,503
530054780,503
530043775,503
530036896,503
530046529,503
530028650,503
530042413,503
530043790,503
530027279,503
530056177,503
530036913,503
530045172,503
530042421,503
530046550,503
530049302,503
530053432,503
530045177,503
530047929,503
530045178,503
530036923,503
530046556,503
530043806,503
530043807,503
530041057,503
530041058,503
530056197,503
530031435,503
530030061,503
530035567,503
530036943,503
530030065,503
530031442,503
530052084,503
530053460,503
530028693,503
530030069,503
530032823,503
530036956,503
530035584,503
530028710,503
530034222,503
530030095,503
530028728,503
530024609,503
530020481,503
530023233,503
530025991,503
530013608,503
530009492,503
530008117,503
530017754,503
530016380,503
530012265,503
530009518,503
530005391,503
530004019,503
530002702,503
530005460,503
530005464,503
530013728,503
530004098,503
530006932,503
530005558,503
530002820,503
530006966,503
530006972,503
530005605,503
530008363,503
530011120,503
530013881,503
530011140,503
530012524,503
530019412,503
530016665,503
530012537,503
530018048,503
530005673,503
530009845,503
530002993,503
530001621,503
530004378,503
530003008,503
530014018,503
530005761,503
530023661,503
530011284,503
530016792,503
530016799,503
530014047,503
530014050,503
530016801,503
530026438,503
530018181,503
530011305,503
530025070,503
530019575,503
530016829,503
530030591,503
530040226,503
530056743,503
530056746,503
530056747,503
530047117,503
530047124,503
530049883,503
530044392,503
530045766,503
530055402,503
530044403,503
530037533,503
530037535,503
530041667,503
530047167,503
530054053,503
530044418,503
530047177,503
530049927,503
530040297,503
530051317,503
530049944,503
530062329,503
530058204,503
530065088,503
530059589,503
530059583,503
530052707,503
530058215,503
530062334,503
530076108,503
530062343,503
530058216,503
530051337,503
530088492,503
530070602,503
530069228,503
530069240,503
530067864,503
530074744,503
530060989,503
530077501,503
530077509,503
530076133,503
530058248,503
530069260,503
530045879,503
530034874,503
530087179,503
530074799,503
530089942,503
530092695,503
530076187,503
530091315,503
530109214,503
530117476,503
530107840,503
530118852,503
530087203,503
530106470,503
530133992,503
530138125,503
530088588,503
530121613,503
530114727,503
530153264,503
530150512,503
530132626,503
530135381,503
530117490,503
530154648,503
530180792,503
530134012,503
530114750,503
530160163,503
530158788,503
530154654,503
530132642,503
530151913,503
530183560,503
530162921,503
530173930,503
530176690,503
530204206,503
530191825,503
530136785,503
530127154,503
530161552,503
530138162,503
530139543,503
530140916,503
530165687,503
530165695,503
530180827,503
530172567,503
530212478,503
530173950,503
530161573,503
530194601,503
530164330,503
530172583,503
530145073,503
530206991,503
530145077,503
530128565,503
530127191,503
530173985,503
530147833,503
530117562,503
530136829,503
530121693,503
530135457,503
530123074,503
530146469,503
530139589,503
530143722,503
530172624,503
530157487,503
530147856,503
530131341,503
530113459,503
530171253,503
530151994,503
530146519,503
530145146,503
530154782,503
530185058,503
530164415,503
530119016,503
530167182,503
530131417,503
530119042,503
530113537,503
530095681,503
530141087,503
530043401,503
530102574,503
530073686,503
530091574,503
530110849,503
530110847,503
530098465,503
530121855,503
530110848,503
530143876,503
530117729,503
530117733,503
530152136,503
530119109,503
530131496,503
530156262,503
530161770,503
530127365,503
530160391,503
530183786,503
530216810,503
530167276,503
530176905,503
530121872,503
530146641,503
530161774,503
530176913,503
530148020,503
530175544,503
530209952,503
530182428,503
530171420,503
530201702,503
530123268,503
530113638,503
530194821,503
530142540,503
530182443,503
530160428,503
530205837,503
530156300,503
530146672,503
530219601,503
530187953,503
530131542,503
530175573,503
530121919,503
530171454,503
530176956,503
530163197,503
530211368,503
530148075,503
530156329,503
530204488,503
530106795,503
530186600,503
530164606,503
530168734,503
530132969,503
530126093,503
530110959,503
530128849,503
530149490,503
530117846,503
530112339,503
530128847,503
530097206,503
530126105,503
530099963,503
530131615,503
530108224,503
530106851,503
530113729,503
530106868,503
530106874,503
530090378,503
530123405,503
530117908,503
530123419,503
530112421,503
530119301,503
530131691,503
530122058,503
530141328,503
530112430,503
530127571,503
530091802,503
530120708,503
530135839,503
530137230,503
530113836,503
530145498,503
530112465,503
530115225,503
530122104,503
530117978,503
530146875,503
530126234,503
530090463,503
530109728,503
530102851,503
530148258,503
530089090,503
530112484,503
530113861,503
530080841,503
530097354,503
530076718,503
530073972,503
530061591,503
530067094,503
530058843,503
530075355,503
530084991,503
530087746,503
530069855,503
530068490,503
530083625,503
530097392,503
530065749,503
530058881,503
530046501,503
530061641,503
530089166,503
530094673,503
530054768,503
530063027,503
530052022,503
530074036,503
530049274,503
530049277,503
530041030,503
530043776,503
530036907,503
530038285,503
530038288,503
530041040,503
530045166,503
530052052,503
530050678,503
530035549,503
530035552,503
530046568,503
530061706,503
530041068,503
530041071,503
530056214,503
530035578,503
530028702,503
530036960,503
530019073,503
530031466,503
530027341,503
530043861,503
530031479,503
530021858,503
530009485,503
530006741,503
530014999,503
530019126,503
530019141,503
530015000,503
530002643,503
530002703,503
530012352,503
530002772,503
530002810,503
530005606,503
530016636,503
530011130,503
530019401,503
530020788,503
530015284,503
530009781,503
530012545,503
530011174,503
530005679,503
530026345,503
530011208,503
530024969,503
530020906,503
530012662,503
530011299,503
530019553,503
530022316,503
530014057,503
530027814,503
530016815,503
530018199,503
530014071,503
530042979,503
530048489,503
530048511,503
530054016,503
530041632,503
530059523,503
530059532,503
530044412,503
530041661,503
530047176,503
530059563,503
530045808,503
530063706,503
530058207,503
530060952,503
530066473,503
530051332,503
530066467,503
530077484,503
530066478,503
530062362,503
530056856,503
530066491,503
530071995,503
530065133,503
530069255,503
530056873,503
530063753,503
530055492,503
530040368,503
530047256,503
530065155,503
530062402,503
530083041,503
530063793,503
530077555,503
530087189,503
530085810,503
530062417,503
530083066,503
530118846,503
530103709,503
530127113,503
530149136,503
530125745,503
530139503,503
530127118,503
530098218,503
530121618,503
530145014,503
530156019,503
530178041,503
530202809,503
530173939,503
530143649,503
530184931,503
530161548,503
530143660,503
530187694,503
530151927,503
530145047,503
530172570,503
530200089,503
530162935,503
530195963,503
530179452,503
530171194,503
530182204,503
530127189,503
530151958,503
530158839,503
530131323,503
530142339,503
530153355,503
530128584,503
530142346,503
530161616,503
530120342,503
530138235,503
530123099,503
530127234,503
530149278,503
530127262,503
530186434,503
530143778,503
530156166,503
530120441,503
530103929,503
530119104,503
530120481,503
530181034,503
530159014,503
530146633,503
530159015,503
530179657,503
530124630,503
530187917,503
530208567,503
530190684,503
530176925,503
530159035,503
530174179,503
530175570,503
530178326,503
530201713,503
530183833,503
530175577,503
530124660,503
530149445,503
530127435,503
530142581,503
530149474,503
530163241,503
530164619,503
530116460,503
530112352,503
530108249,503
530124795,503
530109660,503
530131683,503
530101412,503
530124823,503
530126201,503
530111067,503
530115209,503
530117962,503
530120728,503
530106965,503
530130358,503
530091836,503
530097340,503
530117981,503
530100099,503
530117985,503
530105600,503
530111105,503
530095978,503
530087722,503
530112493,503
530082233,503
530071233,503
530060234,503
530086369,503
530058858,503
530072650,503
530076781,503
530072655,503
530061654,503
530079539,503
530041024,503
530052030,503
530049278,503
530035522,503
530034150,503
530042420,503
530039666,503
530050684,503
530045175,503
530050686,503
530053446,503
530053450,503
530045202,503
530043835,503
530039714,503
530027333,503
530034221,503
530034218,503
530027355,503
530034240,503
530032864,503
530013610,503
530012235,503
530017756,503
530013638,503
530012495,503
530008370,503
530016635,503
530008397,503
530009798,503
530016773,503
530014036,503
530018172,503
530025069,503
530023702,503
530018202,503
530043019,503
530036145,503
530051289,503
530040285,503
530059559,503
530038925,503
530045809,503
530070619,503
530056851,503
530078872,503
530055512,503
530095448,503
530106446,503
530109207,503
530121617,503
530106476,503
530106474,503
530183545,503
530147777,503
530160169,503
530184939,503
530158804,503
530206973,503
530194588,503
530173962,503
530205596,503
530201487,503
530131322,503
530168483,503
530171261,503
530182293,503
530105297,503
530146586,503
530134203,503
530171358,503
530134214,503
530143861,503
530164515,503
530176899,503
530172774,503
530183802,503
530164524,503
530197569,503
530194812,503
530148047,503
530208593,503
530192077,503
530143918,503
530123287,503
530204472,503
530143947,503
530148078,503
530153585,503
530159100,503
530157730,503
530119220,503
530135735,503
530120608,503
530132999,503
530122060,503
530148209,503
530120716,503
530134468,503
530134476,503
530105599,503
530084977,503
530100111,503
530056109,503
530074027,503
530039650,503
530050668,503
530050679,503
530060310,503
530058934,503
530056216,503
530052080,503
530005399,503
530008220,503
530008291,503
530059558,503
530073387,503
530147764,503
530182174,503
530172553,503
530201451,503
530198717,503
530173972,503
530143796,503
530113595,503
530204426,503
530200299,503
530196232,503
530150849,503
530097259,503
530126207,503
530095975,503
530089151,503
530046555,503
530042432,503
530053443,503
530046613,503
530031487,503
530180850,503
530153425,503
530161830,503
530090489,503
530056198,503
570040109,514
570019531,514
570055484,514
570073983,514
570032039,514
570044371,514
570064858,514
570054624,514
570044421,514
570059849,514
570012917,514
570006187,514
570019514,514
570013400,514
570015494,514
570068847,514
570064853,514
570078376,514
570079399,514
570063039,514
570070217,514
570011872,514
570012364,514
570018509,514
570018533,514
570011384,514
570030857,514
570079044,514
570037149,514
570067927,514
570061788,514
570060777,514
570045483,514
570080374,514
570082437,514
570073253,514
570020627,514
570077006,514
570052516,514
570039231,514
570062809,514
570048497,514
570050551,514
570055698,514
570082404,514
570068096,514
570009826,514
570014967,514
570081088,514
570049586,514
570012896,514
570069821,514
570075287,514
610249790,602
610021319,601
610031014,601
610061824,601
610078563,601
